Date,N10,N50,N60,N170,N180,N240,N250,N20,N30,N40,N70,N75,N80,N85,N90,N95,N100,N110,N120,N130,N140,N150,N160,N185,N190,N200,N210,N220,N230,N260,N265,N270,N280,N290,N295,N300,N310,N320,N330,N340,N350
1985-01-01,107.2,5212.74,1.0,17.21,0.0,120.91,4627.5,35.376000000000005,71.82400000000001,107.20000000000002,5213.74,5213.74,104.2748,104.2748,5109.4652,5109.4652,83.41984000000001,20.854960000000002,190.61984,51.094651999999996,5058.370548,71.949612,262.569452,0.0,0.0,0.0,0.0,17.21,5075.580548,4748.41,4748.41,1044.6502,3703.7598,8779.340348,8779.340348,8076.99312016,702.34722784,8339.56257216,1044.6502,702.34722784,8339.56257216
1985-01-11,99.86,4671.28,1.0,16.11,0.0,119.75,4270.3,32.9538,66.9062,99.86,4672.28,4672.28,93.4456,93.4456,4578.8344,4578.8344,74.75648,18.68912,174.61648,45.788343999999995,4533.046056,64.477464,239.093944,0.0,0.0,0.0,0.0,16.11,4549.156056,4390.05,4390.05,965.811,3424.239,7973.395055999999,7973.395055999999,7335.52345152,637.87160448,7574.61739552,965.811,637.87160448,7574.61739552
1985-01-21,91.1,4236.490909,1.0,14.67272727,0.0,119.75,4234.181818,30.063,61.037,91.1,4237.490909,4237.490909,84.74981818,84.74981818,4152.74109082,4152.74109082,67.79985454400001,16.949963636000003,158.899854544,41.527410908200004,4111.2136799118,58.4773745442,217.3772290882,0.0,0.0,0.0,0.0,14.67272727,4125.8864071818,4353.931818,4353.931818,957.86499996,3396.0668180400003,7521.9532252218,7521.9532252218,6920.196967204056,601.756258017744,7137.574196292256,957.86499996,601.756258017744,7137.574196292256
1985-02-01,101.72,3907.02,1.0,13.49,0.0,117.234,4335.8,33.5676,68.1524,101.72,3908.02,3908.02,78.1604,78.1604,3829.8596,3829.8596,62.52832,15.63208,164.24832,38.298595999999996,3791.5610039999997,53.930676,218.178996,0.0,0.0,0.0,0.0,13.49,3805.0510039999995,4453.034000000001,4453.034000000001,979.6674800000002,3473.3665200000005,7278.417524,7278.417524,6696.144122080001,582.2734019200001,6914.32311808,979.6674800000002,582.2734019200001,6914.32311808
1985-02-11,109.29,3926.9,1.0,12.48,0.0,111.699,4216.4,36.06570000000001,73.22430000000001,109.29000000000002,3927.9,3927.9,78.558,78.558,3849.342,3849.342,62.84640000000001,15.711600000000002,172.13640000000004,38.49342,3810.84858,54.205020000000005,226.34142000000003,0.0,0.0,0.0,0.0,12.48,3823.32858,4328.098999999999,4328.098999999999,952.1817799999999,3375.9172199999994,7199.245799999999,7199.245799999999,6623.306135999999,575.9396639999999,6849.647555999999,952.1817799999999,575.9396639999999,6849.647555999999
1985-02-21,92.675,3749.6125,1.0,10.825,0.0,104.65125,3939.875,30.58275,62.09225,92.675,3750.6125,3750.6125,75.01225000000001,75.01225000000001,3675.60025,3675.60025,60.00980000000001,15.002450000000003,152.6848,36.7560025,3638.8442474999997,51.758452500000004,204.4432525,0.0,0.0,0.0,0.0,10.825,3649.6692474999995,4044.52625,4044.52625,889.7957749999999,3154.730475,6804.399722499999,6804.399722499999,6260.047744699999,544.3519778,6464.4909972,889.7957749999999,544.3519778,6464.4909972
1985-03-01,107.84,3901.39,1.0,9.283,0.0,93.37,3612.1,35.5872,72.25280000000001,107.84,3902.39,3902.39,78.0478,78.0478,3824.3421999999996,3824.3421999999996,62.43824,15.60956,170.27824,38.243421999999995,3786.0987779999996,53.852982,224.131222,0.0,0.0,0.0,0.0,9.283,3795.3817779999995,3705.47,3705.47,815.2034,2890.2666,6685.648378,6685.648378,6150.79650776,534.85187024,6374.92772976,815.2034,534.85187024,6374.92772976
1985-03-11,134.3,5701.33,1.0,7.597,0.0,77.067,3255.6,44.319,89.98100000000001,134.3,5702.33,5702.33,114.0466,114.0466,5588.2834,5588.2834,91.23728,22.80932,225.53728,55.882834,5532.400566,78.692154,304.229434,0.0,0.0,0.0,0.0,7.597,5539.997566,3332.667,3332.667,733.18674,2599.48026,8139.477826,8139.477826,7488.319599920001,651.1582260800001,7792.5490339200005,733.18674,651.1582260800001,7792.5490339200005
1985-03-21,457.5545455,6017.918182,1.0,6.63,0.0,70.26272727,3243.454545,150.993000015,306.561545485,457.5545455,6018.918182,6018.918182,120.37836364,120.37836364,5898.53981836,5898.53981836,96.302690912,24.075672728,553.857236412,58.985398183600005,5839.5544201764,83.06107091160001,636.9183073236001,0.0,0.0,0.0,0.0,6.63,5846.1844201764,3313.71727227,3313.71727227,729.0177998994001,2584.6994723706002,8430.883892547,8430.883892547,7756.413181143241,674.4707114037601,8393.331488466842,729.0177998994001,674.4707114037601,8393.331488466842
1985-04-01,309.17,7642.01,1.0,18.5816,0.0,55.617,2880.0,102.02610000000001,207.14390000000003,309.1700000000001,7643.01,7643.01,152.86020000000002,152.86020000000002,7490.1498,7490.1498,122.28816000000002,30.572040000000005,431.4581600000001,74.901498,7415.248302,105.473538,536.9316980000001,0.0,0.0,0.0,0.0,18.5816,7433.829902,2935.617,2935.617,645.8357400000001,2289.78126,9723.611162000001,9723.611162000001,8945.722269040001,777.8888929600001,9482.653967040002,645.8357400000001,777.8888929600001,9482.653967040002
