,Timestep,Days,Rootzone_store,Subsoil_store,Subsoil_loss,Fieldwl,Rootzonewl,Subsoilwl,Sub-soil_loss_s1,Subsoilwl_s1,P-ET_s2,Infil_s3,Actual_infil_s3,Fieldwl_s4,Rootzonewl_s4,Crop_deficit_s5,Crop_avai_s5,Crop_ava_s5,Fieldwl_s5,Rootzonewl_s5,Percolation_s6,Actual_perc_s6,Rootzonewl_s7,Subsoilwl_s7,Gate_O_C,Discharge_network,Efficiency_network,Fieldwl_network,Pump_On_Off_PD,Head_pos_neg_PD,Discharge_PD,Act_disch_PD,Fieldwl_PD,Irripump_On_Off_SW_IP,Head_neg_On_Off_SW_IP,Discharge_SW_IP,Act_disch_SW_IP,Fieldwl_SW_IP,Rootzone_wl_SW_IP,Crop_deficit_GWI,Irrigationcap_GWI,Act_Irri_cap_GWI,Fieldwl_Final,Rootzone_wl_Final
0,1,10,200,1000,30,0,0,200,30,170,-10,0,0,-10,0,-10,0,0,-10,0,0,0,0,170,0,0.0,0.0,-10.0,0,90.0,0.0,0,-10.0,0.201,0,10.0,0,-10.0,0.0,-10.0,10.0,0.0,-10.0,170.0
